8.181301,,
8.189753,,
8.199852,,
8.209974,,
8.220125,,
8.230259,,
8.240394,,
8.250665,,
8.260744,,
8.270846,,
8.280967,,
8.291322,,
8.301418,,
8.311513,,
8.321647,,
8.331794,,
8.341926,,
8.352025,,
8.36235,,
8.372336,,
8.382473,,
8.392594,,
8.402727,,
8.412901,,
8.423022,,
8.43314,,
8.443317,,
8.453389,,
8.463557,,
8.473712,,
8.48384,,
8.494242,,
8.504064,,
8.514288,,
8.52442,,
8.534534,,
8.544726,,
8.555021,,
8.565015,,
8.575102,,
8.585261,,
8.595392,,
8.605445,,
8.615626,,
8.625713,,
8.635867,,
8.646026,,
8.656113,,
8.666238,,
8.676358,,
8.686467,,
8.696617,,
8.706731,,
8.716883,,
8.72699,,
8.737175,,
8.747324,,
8.757386,,
8.767497,,
8.777619,,
8.787744,,
8.797904,,
8.808021,,
8.818127,,
8.828279,,
8.838433,,
8.848586,,
8.858905,,
8.868888,,
8.879195,,
8.889326,,
8.899497,,
8.909615,,
8.919714,,
8.929892,,
8.940028,,
8.950213,,
8.96032,,
8.970452,,
8.980669,,
8.990721,,
9.000868,,
9.011052,,
9.021179,,
9.031286,,
9.041411,,
9.051552,,
9.061704,,
9.071805,,
9.08193,,
9.092049,,
9.102263,,
9.112399,,
9.122487,,
9.133403,,
9.142818,,
9.152914,,
9.163028,,
9.173143,,
9.183303,,
9.193422,,
9.203578,,
9.213715,,
9.223789,,
9.23397,,
9.244104,,
9.254259,,
9.26435,,
9.274482,,
9.284683,,
9.29477,,
9.305063,,
9.32442,,
9.336457,,
9.340637,,
9.35072,,
9.360839,,
9.371031,,
9.381158,,
9.391293,,
9.401418,,
9.411596,,
9.421702,,
9.431821,,
9.441974,,
9.452098,,
9.462276,,
9.472386,,
9.482502,,
9.492676,,
9.502779,,
9.512902,,
9.523051,,
9.533224,,
9.543352,,
9.553463,,
9.563636,,
9.57376,,
9.583912,,
9.594031,,
9.604167,,
9.614301,,
9.624486,,
9.634563,,
9.644818,,
9.654864,,
9.665137,,
9.675238,0.777590516,0.776671517
9.685312,0.779112737,0.776671517
9.695376,0.781243509,0.776671517
9.705494,0.783999169,0.785398163
9.715661,0.787391944,0.785398163
9.72585,0.791414897,0.785398163
9.735946,0.79600989,0.785398163
9.746074,0.801233449,0.785398163
9.756177,0.807058627,0.79412481
9.766479,0.813643058,0.79412481
9.776573,0.820699983,0.79412481
9.786637,0.828337153,0.802851456
9.796839,0.836710042,0.811578102
9.806877,0.845549773,0.811578102
9.816998,0.855078805,0.820304748
9.835131,0.874562378,0.820304748
9.84742,0.888454577,0.829031395
